"","counts.top.90.TF","fc.abs.2fold"
"3065",TRUE,FALSE
"3066",TRUE,FALSE
"3067",TRUE,TRUE
"3068",FALSE,TRUE
"3069",TRUE,TRUE
"3070",TRUE,FALSE
"3071",TRUE,FALSE
"3072",FALSE,TRUE
"3073",TRUE,TRUE
"3074",TRUE,FALSE
"3075",TRUE,TRUE
"3076",TRUE,FALSE
"3077",TRUE,TRUE
"3078",TRUE,TRUE
"3079",TRUE,FALSE
"3080",TRUE,TRUE
"3081",TRUE,FALSE
"3082",TRUE,FALSE
"3083",TRUE,FALSE
"3084",TRUE,TRUE
"3085",TRUE,FALSE
"3086",FALSE,FALSE
"3087",TRUE,FALSE
"3088",TRUE,FALSE
"3089",TRUE,FALSE
"3090",TRUE,TRUE
"3091",TRUE,TRUE
"3092",TRUE,FALSE
"3093",TRUE,FALSE
"3094",TRUE,FALSE
"3095",TRUE,FALSE
"3096",TRUE,FALSE
"3097",TRUE,TRUE
"3098",TRUE,FALSE
"3099",TRUE,FALSE
"3100",TRUE,FALSE
"3101",TRUE,TRUE
"3102",TRUE,FALSE
"3103",TRUE,FALSE
"3104",TRUE,FALSE
"3105",TRUE,FALSE
"3106",TRUE,FALSE
"3107",TRUE,FALSE
"3108",TRUE,FALSE
"3109",TRUE,TRUE
"3110",TRUE,TRUE
"3111",TRUE,TRUE
"3112",TRUE,FALSE
"3113",TRUE,TRUE
"3114",TRUE,FALSE
"3115",TRUE,FALSE
"3116",TRUE,FALSE
"3117",TRUE,FALSE
"3118",TRUE,TRUE
"3119",TRUE,FALSE
"3120",FALSE,TRUE
"3121",FALSE,FALSE
"3122",TRUE,FALSE
"3123",TRUE,FALSE
"3124",TRUE,FALSE
"3125",TRUE,FALSE
"3126",TRUE,TRUE
"3127",TRUE,TRUE
"3128",TRUE,FALSE
"3129",TRUE,FALSE
"3130",TRUE,FALSE
"3131",TRUE,TRUE
"3132",TRUE,TRUE
"3133",FALSE,TRUE
"3134",TRUE,FALSE
"3135",TRUE,TRUE
"3136",TRUE,FALSE
"3137",TRUE,TRUE
"3138",TRUE,FALSE
"3139",TRUE,TRUE
"3140",TRUE,FALSE
"3141",TRUE,TRUE
"3142",TRUE,TRUE
"3143",FALSE,FALSE
"3144",FALSE,TRUE
"3145",FALSE,TRUE
"3146",TRUE,TRUE
"3147",TRUE,TRUE
"3148",TRUE,FALSE
"3149",TRUE,FALSE
"3150",FALSE,TRUE
"3151",TRUE,FALSE
"3152",FALSE,FALSE
"3153",TRUE,TRUE
"3154",TRUE,TRUE
"3155",TRUE,TRUE
"3156",TRUE,FALSE
"3157",FALSE,FALSE
"3158",TRUE,TRUE
"3159",TRUE,FALSE
"3160",TRUE,TRUE
"3161",TRUE,TRUE
"3162",TRUE,FALSE
"3163",FALSE,FALSE
"3164",TRUE,TRUE
"3165",TRUE,FALSE
"3166",TRUE,FALSE
"3167",TRUE,FALSE
"3168",TRUE,TRUE
"3169",TRUE,FALSE
"3170",TRUE,TRUE
"3171",TRUE,TRUE
"3172",FALSE,TRUE
"3173",TRUE,FALSE
"3174",TRUE,FALSE
"3175",TRUE,TRUE
"3176",TRUE,FALSE
"3177",TRUE,FALSE
"3178",TRUE,FALSE
"3179",TRUE,FALSE
"3180",TRUE,FALSE
"3181",TRUE,FALSE
"3182",TRUE,FALSE
"3183",TRUE,TRUE
"3184",TRUE,TRUE
"3185",TRUE,FALSE
"3186",TRUE,FALSE
"3187",TRUE,TRUE
"3188",TRUE,TRUE
"3189",TRUE,FALSE
"3190",TRUE,FALSE
"3191",TRUE,FALSE
"3192",TRUE,FALSE
"3193",TRUE,FALSE
"3194",TRUE,FALSE
"3195",TRUE,FALSE
"3196",TRUE,TRUE
"3197",TRUE,FALSE
"3198",TRUE,FALSE
"3199",TRUE,FALSE
"3200",TRUE,FALSE
"3201",TRUE,FALSE
"3202",TRUE,FALSE
"3203",TRUE,FALSE
"3204",TRUE,TRUE
"3205",TRUE,TRUE
"3206",TRUE,FALSE
"3207",TRUE,FALSE
"3208",TRUE,FALSE
"3209",TRUE,FALSE
"3210",TRUE,FALSE
"3211",TRUE,FALSE
"3212",TRUE,TRUE
"3213",TRUE,TRUE
"3214",TRUE,TRUE
"3215",TRUE,TRUE
"3216",TRUE,FALSE
"3217",TRUE,FALSE
"3218",TRUE,TRUE
"3219",TRUE,FALSE
"3220",TRUE,TRUE
"3221",TRUE,FALSE
"3222",TRUE,TRUE
"3223",TRUE,TRUE
"3224",TRUE,TRUE
"3225",TRUE,TRUE
"3226",TRUE,FALSE
"3227",TRUE,TRUE
"3228",TRUE,TRUE
"3229",TRUE,TRUE
"3230",TRUE,FALSE
"3231",TRUE,FALSE
"3232",TRUE,FALSE
"3233",TRUE,FALSE
"3234",TRUE,FALSE
"3235",TRUE,FALSE
"3236",TRUE,TRUE
"3237",TRUE,FALSE
"3238",TRUE,FALSE
"3239",TRUE,TRUE
"3240",TRUE,TRUE
"3241",TRUE,TRUE
"3242",TRUE,FALSE
"3243",TRUE,TRUE
"3244",TRUE,TRUE
"3245",TRUE,TRUE
"3246",TRUE,TRUE
"3247",TRUE,FALSE
"3248",TRUE,FALSE
"3249",TRUE,FALSE
"3250",FALSE,TRUE
"3251",TRUE,FALSE
"3252",TRUE,FALSE
"3253",TRUE,FALSE
"3254",TRUE,FALSE
"3255",TRUE,FALSE
"3256",TRUE,TRUE
"3257",TRUE,FALSE
"3258",TRUE,FALSE
"3259",TRUE,FALSE
"3260",TRUE,TRUE
"3261",TRUE,TRUE
"3262",TRUE,TRUE
"3263",TRUE,FALSE
"3264",TRUE,FALSE
"3265",TRUE,FALSE
"3266",TRUE,TRUE
"3267",TRUE,FALSE
"3268",TRUE,TRUE
"3269",TRUE,FALSE
"3270",TRUE,FALSE
"3271",TRUE,TRUE
"3272",TRUE,TRUE
"3273",TRUE,FALSE
"3274",TRUE,FALSE
"3275",TRUE,FALSE
"3276",FALSE,TRUE
"3277",TRUE,FALSE
"3278",TRUE,TRUE
"3279",FALSE,TRUE
"3280",TRUE,TRUE
"3281",TRUE,TRUE
"3282",TRUE,TRUE
"3283",TRUE,TRUE
"3284",TRUE,TRUE
"3285",TRUE,FALSE
"3286",TRUE,TRUE
"3287",TRUE,FALSE
"3288",TRUE,FALSE
"3289",TRUE,TRUE
"3290",TRUE,TRUE
"3291",TRUE,FALSE
"3292",TRUE,TRUE
"3293",TRUE,TRUE
"3294",TRUE,FALSE
"3295",TRUE,TRUE
"3296",TRUE,TRUE
"3297",TRUE,FALSE
"3298",TRUE,FALSE
"3299",TRUE,FALSE
"3300",TRUE,TRUE
"3301",TRUE,TRUE
"3302",TRUE,TRUE
"3303",TRUE,TRUE
"3304",TRUE,TRUE
"3305",TRUE,FALSE
"3306",TRUE,FALSE
"3307",TRUE,TRUE
"3308",TRUE,TRUE
"3309",TRUE,FALSE
"3310",TRUE,FALSE
"3311",TRUE,FALSE
"3312",TRUE,TRUE
"3313",TRUE,TRUE
"3314",TRUE,TRUE
"3315",TRUE,FALSE
"3316",TRUE,TRUE
"3317",TRUE,TRUE
"3318",TRUE,FALSE
"3319",TRUE,TRUE
"3320",TRUE,FALSE
"3321",TRUE,FALSE
"3322",TRUE,FALSE
"3323",TRUE,FALSE
"3324",TRUE,TRUE
"3325",TRUE,TRUE
"3326",FALSE,TRUE
"3327",TRUE,FALSE
"3328",TRUE,TRUE
"3329",TRUE,FALSE
"3330",TRUE,FALSE
"3331",TRUE,FALSE
"3332",TRUE,FALSE
"3333",TRUE,TRUE
"3334",TRUE,TRUE
"3335",TRUE,FALSE
"3336",TRUE,TRUE
"3337",TRUE,TRUE
"3338",TRUE,TRUE
"3339",TRUE,FALSE
"3340",TRUE,FALSE
"3341",TRUE,FALSE
"3342",FALSE,TRUE
"3343",TRUE,FALSE
"3344",TRUE,TRUE
"3345",TRUE,TRUE
"3346",TRUE,FALSE
"3347",TRUE,FALSE
"3348",TRUE,FALSE
"3349",TRUE,FALSE
"3350",TRUE,FALSE
"3351",TRUE,TRUE
"3352",TRUE,TRUE
"3353",TRUE,FALSE
"3354",TRUE,FALSE
"3355",TRUE,FALSE
"3356",TRUE,TRUE
"3357",TRUE,TRUE
"3358",TRUE,FALSE
"3359",TRUE,TRUE
"3360",TRUE,TRUE
"3361",TRUE,TRUE
"3362",TRUE,FALSE
"3363",TRUE,TRUE
"3364",TRUE,FALSE
"3365",TRUE,TRUE
"3366",TRUE,FALSE
"3367",TRUE,TRUE
"3368",TRUE,FALSE
"3369",TRUE,FALSE
"3370",TRUE,TRUE
"3371",TRUE,FALSE
"3372",TRUE,TRUE
"3373",TRUE,FALSE
"3374",TRUE,FALSE
"3375",TRUE,TRUE
"3376",TRUE,TRUE
"3377",TRUE,FALSE
"3378",TRUE,TRUE
"3379",TRUE,FALSE
"3380",TRUE,TRUE
"3381",TRUE,TRUE
"3382",TRUE,TRUE
"3383",TRUE,TRUE
"3384",TRUE,FALSE
"3385",TRUE,FALSE
"3386",TRUE,FALSE
"3387",TRUE,TRUE
"3388",TRUE,FALSE
"3389",TRUE,FALSE
"3390",TRUE,TRUE
"3391",TRUE,FALSE
"3392",TRUE,FALSE
"3393",TRUE,FALSE
"3394",TRUE,TRUE
"3395",TRUE,TRUE
"3396",TRUE,FALSE
"3397",TRUE,TRUE
"3398",TRUE,TRUE
"3399",TRUE,TRUE
"3400",TRUE,FALSE
"3401",TRUE,FALSE
"3402",TRUE,FALSE
"3403",TRUE,TRUE
"3404",TRUE,TRUE
"3405",TRUE,FALSE
"3406",TRUE,FALSE
"3407",TRUE,FALSE
"3408",TRUE,TRUE
"3409",TRUE,FALSE
"3410",TRUE,FALSE
"3411",TRUE,TRUE
"3412",TRUE,TRUE
"3413",TRUE,FALSE
"3414",FALSE,TRUE
"3415",TRUE,FALSE
"3416",TRUE,TRUE
"3417",TRUE,TRUE
"3418",TRUE,TRUE
"3419",TRUE,FALSE
"3420",TRUE,FALSE
"3421",TRUE,FALSE
"3422",TRUE,FALSE
"3423",TRUE,TRUE
"3424",TRUE,FALSE
"3425",TRUE,FALSE
"3426",TRUE,FALSE
"3427",TRUE,TRUE
"3428",TRUE,FALSE
"3429",TRUE,FALSE
"3430",TRUE,TRUE
"3431",TRUE,TRUE
"3432",TRUE,FALSE
"3433",TRUE,TRUE
"3434",TRUE,TRUE
"3435",TRUE,FALSE
"3436",TRUE,TRUE
"3437",TRUE,TRUE
"3438",TRUE,TRUE
"3439",TRUE,FALSE
"3440",TRUE,FALSE
"3441",TRUE,TRUE
"3442",FALSE,TRUE
"3443",TRUE,TRUE
"3444",TRUE,TRUE
"3445",TRUE,FALSE
"3446",TRUE,TRUE
"3447",TRUE,TRUE
"3448",TRUE,FALSE
"3449",TRUE,FALSE
"3450",TRUE,FALSE
"3451",TRUE,TRUE
"3452",TRUE,FALSE
"3453",TRUE,TRUE
"3454",TRUE,FALSE
"3455",TRUE,FALSE
"3456",TRUE,FALSE
"3457",TRUE,TRUE
"3458",TRUE,TRUE
"3459",TRUE,TRUE
"3460",TRUE,TRUE
"3461",TRUE,FALSE
"3462",TRUE,FALSE
"3463",TRUE,TRUE
"3464",TRUE,FALSE
"3465",TRUE,TRUE
"3466",TRUE,FALSE
"3467",TRUE,TRUE
"3468",TRUE,TRUE
"3469",TRUE,FALSE
"3470",TRUE,FALSE
"3471",TRUE,TRUE
"3472",TRUE,FALSE
"3473",TRUE,FALSE
"3474",TRUE,FALSE
"3475",TRUE,FALSE
"3476",TRUE,FALSE
"3477",FALSE,FALSE
"3478",TRUE,FALSE
"3479",TRUE,FALSE
"3480",TRUE,FALSE
"3481",TRUE,FALSE
"3482",TRUE,TRUE
"3483",TRUE,TRUE
"3484",TRUE,TRUE
"3485",TRUE,TRUE
"3486",TRUE,FALSE
"3487",TRUE,FALSE
"3488",TRUE,TRUE
"3489",TRUE,FALSE
"3490",TRUE,FALSE
"3491",TRUE,TRUE
"3492",TRUE,TRUE
"3493",TRUE,FALSE
"3494",TRUE,FALSE
"3495",TRUE,TRUE
"3496",TRUE,FALSE
"3497",TRUE,FALSE
"3498",TRUE,FALSE
"3499",TRUE,TRUE
"3500",TRUE,TRUE
"3501",TRUE,FALSE
"3502",TRUE,FALSE
"3503",TRUE,TRUE
"3504",TRUE,TRUE
"3505",TRUE,TRUE
"3506",FALSE,TRUE
"3507",TRUE,TRUE
"3508",FALSE,TRUE
"3509",TRUE,TRUE
"3510",TRUE,TRUE
"3511",FALSE,TRUE
"3512",TRUE,FALSE
"3513",TRUE,TRUE
"3514",TRUE,TRUE
"3515",TRUE,TRUE
"3516",TRUE,FALSE
"3517",TRUE,FALSE
"3518",TRUE,FALSE
"3519",TRUE,FALSE
"3520",TRUE,TRUE
"3521",TRUE,FALSE
"3522",TRUE,FALSE
"3523",TRUE,FALSE
"3524",FALSE,TRUE
"3525",TRUE,TRUE
"3526",TRUE,TRUE
"3527",TRUE,TRUE
"3528",TRUE,TRUE
"3529",TRUE,TRUE
"3530",TRUE,FALSE
"3531",TRUE,FALSE
"3532",TRUE,FALSE
"3533",TRUE,FALSE
"3534",TRUE,TRUE
"3535",TRUE,TRUE
"3536",TRUE,TRUE
"3537",TRUE,TRUE
"3538",TRUE,TRUE
"3539",TRUE,TRUE
"3540",TRUE,TRUE
"3541",TRUE,TRUE
"3542",TRUE,FALSE
"3543",TRUE,FALSE
"3544",TRUE,FALSE
"3545",TRUE,TRUE
"3546",TRUE,FALSE
"3547",TRUE,TRUE
"3548",TRUE,TRUE
"3549",TRUE,TRUE
"3550",TRUE,TRUE
"3551",TRUE,FALSE
"3552",FALSE,TRUE
"3553",FALSE,TRUE
"3554",TRUE,FALSE
"3555",TRUE,FALSE
"3556",TRUE,FALSE
"3557",TRUE,TRUE
"3558",TRUE,FALSE
"3559",TRUE,FALSE
"3560",TRUE,TRUE
"3561",TRUE,FALSE
"3562",TRUE,FALSE
"3563",TRUE,TRUE
"3564",TRUE,TRUE
"3565",TRUE,FALSE
"3566",TRUE,FALSE
"3567",TRUE,TRUE
"3568",TRUE,FALSE
"3569",TRUE,FALSE
"3570",TRUE,FALSE
"3571",TRUE,FALSE
"3572",TRUE,FALSE
"3573",TRUE,FALSE
"3574",TRUE,TRUE
"3575",TRUE,TRUE
"3576",TRUE,TRUE
"3577",TRUE,FALSE
"3578",TRUE,TRUE
"3579",TRUE,FALSE
"3580",TRUE,TRUE
"3581",TRUE,FALSE
"3582",TRUE,FALSE
"3583",TRUE,TRUE
"3584",TRUE,TRUE
"3585",TRUE,FALSE
"3586",TRUE,FALSE
"3587",TRUE,FALSE
"3588",TRUE,FALSE
"3589",TRUE,FALSE
"3590",TRUE,FALSE
"3591",TRUE,TRUE
"3592",TRUE,FALSE
"3593",TRUE,FALSE
"3594",TRUE,FALSE
"3595",TRUE,FALSE
"3596",TRUE,FALSE
"3597",TRUE,FALSE
"3598",TRUE,FALSE
"3599",TRUE,TRUE
"3600",TRUE,FALSE
"3601",TRUE,FALSE
"3602",TRUE,FALSE
"3603",TRUE,FALSE
"3604",TRUE,FALSE
"3605",TRUE,FALSE
"3606",TRUE,TRUE
"3607",TRUE,FALSE
"3608",TRUE,FALSE
"3609",TRUE,TRUE
"3610",TRUE,FALSE
"3611",TRUE,FALSE
"3612",TRUE,FALSE
"3613",TRUE,TRUE
"3614",TRUE,TRUE
"3615",TRUE,FALSE
"3616",TRUE,FALSE
"3617",TRUE,FALSE
"3618",TRUE,TRUE
"3619",TRUE,FALSE
"3620",TRUE,FALSE
"3621",TRUE,TRUE
"3622",TRUE,FALSE
"3623",TRUE,FALSE
"3624",TRUE,FALSE
"3625",TRUE,FALSE
"3626",TRUE,FALSE
"3627",TRUE,FALSE
"3628",TRUE,FALSE
"3629",TRUE,TRUE
"3630",TRUE,TRUE
"3631",TRUE,FALSE
"3632",TRUE,FALSE
"3633",TRUE,TRUE
"3634",TRUE,FALSE
"3635",TRUE,FALSE
"3636",FALSE,TRUE
"3637",TRUE,FALSE
"3638",TRUE,TRUE
"3639",TRUE,FALSE
"3640",TRUE,FALSE
"3641",TRUE,TRUE
"3642",TRUE,FALSE
"3643",TRUE,TRUE
"3644",TRUE,TRUE
"3645",TRUE,FALSE
"3646",TRUE,FALSE
"3647",TRUE,FALSE
"3648",TRUE,TRUE
"3649",TRUE,FALSE
"3650",TRUE,FALSE
"3651",TRUE,TRUE
"3652",TRUE,TRUE
"3653",TRUE,TRUE
"3654",FALSE,TRUE
"3655",TRUE,TRUE
"3656",TRUE,TRUE
"3657",TRUE,FALSE
"3658",TRUE,TRUE
"3659",TRUE,TRUE
"3660",TRUE,TRUE
"3661",TRUE,TRUE
"3662",TRUE,FALSE
"3663",TRUE,TRUE
"3664",TRUE,FALSE
"3665",TRUE,FALSE
"3666",TRUE,FALSE
"3667",TRUE,FALSE
"3668",TRUE,TRUE
"3669",TRUE,TRUE
"3670",TRUE,TRUE
"3671",TRUE,FALSE
"3672",TRUE,TRUE
"3673",TRUE,TRUE
"3674",TRUE,FALSE
"3675",TRUE,FALSE
"3676",TRUE,FALSE
"3677",TRUE,FALSE
"3678",TRUE,TRUE
"3679",TRUE,FALSE
"3680",TRUE,TRUE
"3681",TRUE,TRUE
"3682",TRUE,TRUE
"3683",TRUE,FALSE
"3684",TRUE,TRUE
"3685",TRUE,TRUE
"3686",TRUE,TRUE
"3687",TRUE,FALSE
"3688",TRUE,TRUE
"3689",TRUE,TRUE
"3690",TRUE,FALSE
"3691",TRUE,FALSE
"3692",TRUE,TRUE
"3693",TRUE,TRUE
"3694",TRUE,FALSE
"3695",TRUE,FALSE
"3696",TRUE,FALSE
"3697",TRUE,FALSE
"3698",TRUE,FALSE
"3699",TRUE,TRUE
"3700",TRUE,TRUE
"3701",TRUE,TRUE
"3702",TRUE,TRUE
"3703",TRUE,FALSE
"3704",TRUE,TRUE
"3705",TRUE,TRUE
"3706",TRUE,FALSE
"3707",TRUE,TRUE
"3708",FALSE,TRUE
"3709",FALSE,TRUE
"3710",TRUE,TRUE
"3711",TRUE,TRUE
"3712",TRUE,TRUE
"3713",TRUE,FALSE
"3714",TRUE,FALSE
"3715",TRUE,FALSE
"3716",TRUE,FALSE
"3717",TRUE,FALSE
"3718",TRUE,FALSE
"3719",TRUE,FALSE
"3720",TRUE,FALSE
"3721",TRUE,TRUE
"3722",TRUE,TRUE
"3723",TRUE,TRUE
"3724",TRUE,FALSE
"3725",TRUE,FALSE
"3726",TRUE,FALSE
"3727",TRUE,FALSE
"3728",TRUE,FALSE
"3729",TRUE,TRUE
"3730",TRUE,FALSE
"3731",TRUE,FALSE
"3732",FALSE,TRUE
"3733",TRUE,TRUE
"3734",TRUE,TRUE
"3735",TRUE,FALSE
"3736",TRUE,TRUE
"3737",TRUE,TRUE
"3738",TRUE,TRUE
"3739",TRUE,TRUE
"3740",TRUE,FALSE
"3741",TRUE,FALSE
"3742",TRUE,FALSE
"3743",TRUE,FALSE
"3744",TRUE,FALSE
"3745",TRUE,FALSE
"3746",TRUE,TRUE
"3747",TRUE,TRUE
"3748",TRUE,FALSE
"3749",TRUE,FALSE
"3750",TRUE,FALSE
"3751",TRUE,FALSE
"3752",TRUE,TRUE
"3753",TRUE,TRUE
"3754",TRUE,TRUE
"3755",TRUE,FALSE
"3756",TRUE,TRUE
"3757",TRUE,TRUE
"3758",TRUE,FALSE
"3759",TRUE,FALSE
"3760",TRUE,FALSE
"3761",TRUE,FALSE
"3762",TRUE,TRUE
"3763",TRUE,TRUE
"3764",TRUE,TRUE
"3765",TRUE,TRUE
"3766",TRUE,FALSE
"3767",TRUE,FALSE
"3768",TRUE,FALSE
"3769",TRUE,TRUE
"3770",TRUE,FALSE
"3771",TRUE,FALSE
"3772",TRUE,FALSE
"3773",TRUE,FALSE
"3774",TRUE,TRUE
"3775",TRUE,FALSE
"3776",TRUE,FALSE
"3777",TRUE,FALSE
"3778",TRUE,FALSE
"3779",TRUE,TRUE
"3780",TRUE,TRUE
"3781",TRUE,TRUE
"3782",FALSE,TRUE
"3783",TRUE,FALSE
"3784",TRUE,FALSE
"3785",TRUE,TRUE
"3786",FALSE,TRUE
"3787",FALSE,FALSE
"3788",TRUE,TRUE
"3789",FALSE,TRUE
"3790",TRUE,FALSE
"3791",TRUE,FALSE
"3792",TRUE,FALSE
"3793",TRUE,FALSE
"3794",TRUE,FALSE
"3795",TRUE,TRUE
"3796",TRUE,TRUE
"3797",TRUE,TRUE
"3798",TRUE,TRUE
"3799",TRUE,FALSE
"3800",FALSE,FALSE
"3801",FALSE,TRUE
"3802",FALSE,TRUE
"3803",FALSE,TRUE
"3804",TRUE,FALSE
"3805",TRUE,FALSE
"3806",TRUE,FALSE
"3807",TRUE,FALSE
"3808",TRUE,FALSE
"3809",TRUE,FALSE
"3810",TRUE,FALSE
"3811",TRUE,TRUE
"3812",TRUE,FALSE
"3813",TRUE,TRUE
"3814",TRUE,TRUE
"3815",TRUE,TRUE
"3816",TRUE,FALSE
"3817",TRUE,FALSE
"3818",TRUE,FALSE
"3819",TRUE,TRUE
"3820",TRUE,TRUE
"3821",TRUE,FALSE
"3822",TRUE,FALSE
"3823",TRUE,TRUE
"3824",TRUE,TRUE
"3825",TRUE,TRUE
"3826",TRUE,TRUE
"3827",TRUE,FALSE
"3828",TRUE,FALSE
"3829",TRUE,TRUE
"3830",TRUE,FALSE
"3831",TRUE,FALSE
"3832",TRUE,FALSE
"3833",TRUE,FALSE
"3834",TRUE,FALSE
"3835",TRUE,TRUE
"3836",TRUE,FALSE
"3837",TRUE,TRUE
"3838",TRUE,FALSE
"3839",TRUE,TRUE
"3840",TRUE,FALSE
"3841",TRUE,FALSE
"3842",TRUE,TRUE
"3843",TRUE,TRUE
"3844",TRUE,FALSE
"3845",TRUE,FALSE
"3846",TRUE,FALSE
"3847",TRUE,FALSE
"3848",TRUE,TRUE
"3849",TRUE,FALSE
"3850",TRUE,FALSE
"3851",TRUE,FALSE
"3852",TRUE,FALSE
"3853",TRUE,TRUE
"3854",TRUE,FALSE
"3855",TRUE,FALSE
"3856",TRUE,TRUE
"3857",TRUE,TRUE
"3858",TRUE,FALSE
"3859",TRUE,TRUE
"3860",TRUE,FALSE
"3861",TRUE,FALSE
"3862",TRUE,FALSE
"3863",TRUE,TRUE
"3864",TRUE,FALSE
"3865",TRUE,FALSE
"3866",TRUE,TRUE
"3867",TRUE,TRUE
"3868",TRUE,FALSE
"3869",TRUE,TRUE
"3870",TRUE,TRUE
"3871",TRUE,FALSE
"3872",TRUE,FALSE
"3873",TRUE,FALSE
"3874",TRUE,FALSE
"3875",TRUE,FALSE
"3876",TRUE,TRUE
"3877",TRUE,TRUE
"3878",TRUE,TRUE
"3879",TRUE,FALSE
"3880",TRUE,TRUE
"3881",TRUE,TRUE
"3882",TRUE,TRUE
"3883",TRUE,TRUE
"3884",TRUE,TRUE
"3885",TRUE,TRUE
"3886",TRUE,FALSE
"3887",TRUE,TRUE
"3888",TRUE,FALSE
"3889",TRUE,TRUE
"3890",TRUE,TRUE
"3891",TRUE,TRUE
"3892",TRUE,TRUE
"3893",TRUE,TRUE
"3894",TRUE,TRUE
"3895",TRUE,TRUE
"3896",TRUE,TRUE
"3897",TRUE,FALSE
"3898",TRUE,TRUE
"3899",TRUE,TRUE
"3900",TRUE,TRUE
"3901",TRUE,FALSE
"3902",TRUE,TRUE
"3903",TRUE,TRUE
"3904",TRUE,TRUE
"3905",TRUE,FALSE
"3906",TRUE,TRUE
"3907",TRUE,TRUE
"3908",FALSE,TRUE
"3909",TRUE,TRUE
"3910",FALSE,TRUE
"3911",TRUE,FALSE
"3912",TRUE,TRUE
"3913",TRUE,FALSE
"3914",TRUE,FALSE
"3915",TRUE,FALSE
"3916",TRUE,TRUE
"3917",TRUE,FALSE
"3918",TRUE,TRUE
"3919",TRUE,FALSE
"3920",TRUE,TRUE
"3921",TRUE,TRUE
"3922",TRUE,FALSE
"3923",TRUE,FALSE
"3924",TRUE,FALSE
"3925",TRUE,TRUE
"3926",TRUE,TRUE
"3927",TRUE,TRUE
"3928",TRUE,TRUE
"3929",TRUE,FALSE
"3930",TRUE,FALSE
"3931",TRUE,FALSE
"3932",TRUE,FALSE
"3933",TRUE,FALSE
"3934",TRUE,TRUE
"3935",TRUE,FALSE
"3936",TRUE,FALSE
"3937",TRUE,FALSE
"3938",TRUE,FALSE
"3939",TRUE,FALSE
"3940",TRUE,FALSE
"3941",TRUE,TRUE
"3942",TRUE,FALSE
"3943",TRUE,TRUE
"3944",TRUE,TRUE
"3945",TRUE,TRUE
"3946",FALSE,TRUE
"3947",TRUE,FALSE
"3948",TRUE,TRUE
"3949",TRUE,FALSE
"3950",TRUE,TRUE
"3951",TRUE,TRUE
"3952",TRUE,FALSE
"3953",TRUE,FALSE
"3954",TRUE,FALSE
"3955",TRUE,TRUE
"3956",TRUE,FALSE
"3957",TRUE,TRUE
"3958",TRUE,TRUE
"3959",TRUE,TRUE
"3960",TRUE,TRUE
"3961",TRUE,TRUE
"3962",TRUE,TRUE
"3963",TRUE,FALSE
"3964",FALSE,TRUE
"3965",TRUE,FALSE
"3966",TRUE,TRUE
"3967",TRUE,TRUE
"3968",TRUE,TRUE
"3969",TRUE,TRUE
"3970",TRUE,FALSE
"3971",TRUE,TRUE
"3972",TRUE,TRUE
"3973",TRUE,TRUE
"3974",TRUE,TRUE
"3975",TRUE,FALSE
"3976",TRUE,TRUE
"3977",TRUE,FALSE
"3978",TRUE,FALSE
"3979",TRUE,TRUE
"3980",TRUE,FALSE
"3981",TRUE,FALSE
"3982",TRUE,FALSE
"3983",TRUE,FALSE
"3984",TRUE,TRUE
"3985",TRUE,FALSE
"3986",TRUE,TRUE
"3987",TRUE,TRUE
"3988",TRUE,TRUE
"3989",TRUE,TRUE
"3990",TRUE,TRUE
"3991",TRUE,TRUE
"3992",TRUE,TRUE
"3993",TRUE,FALSE
"3994",TRUE,TRUE
"3995",TRUE,TRUE
"3996",TRUE,FALSE
"3997",TRUE,TRUE
"3998",TRUE,FALSE
"3999",TRUE,TRUE
"4000",TRUE,TRUE
"4001",TRUE,FALSE
"4002",TRUE,FALSE
"4003",TRUE,TRUE
"4004",TRUE,FALSE
"4005",TRUE,TRUE
"4006",TRUE,TRUE
"4007",TRUE,FALSE
"4008",TRUE,TRUE
"4009",TRUE,FALSE
"4010",TRUE,TRUE
"4011",TRUE,FALSE
"4012",TRUE,FALSE
"4013",TRUE,TRUE
"4014",TRUE,TRUE
"4015",TRUE,FALSE
"4016",TRUE,TRUE
"4017",TRUE,FALSE
"4018",TRUE,FALSE
"4019",TRUE,FALSE
"4020",TRUE,FALSE
"4021",TRUE,TRUE
"4022",FALSE,TRUE
"4023",TRUE,FALSE
"4024",FALSE,FALSE
"4025",FALSE,FALSE
"4026",FALSE,TRUE
"4027",FALSE,FALSE
"4028",FALSE,TRUE
"4029",FALSE,FALSE
"4030",TRUE,FALSE
"4031",TRUE,TRUE
"4032",TRUE,TRUE
"4033",TRUE,TRUE
"4034",TRUE,TRUE
"4035",TRUE,TRUE
"4036",TRUE,TRUE
"4037",TRUE,TRUE
"4038",TRUE,FALSE
"4039",TRUE,TRUE
"4040",FALSE,TRUE
"4041",FALSE,TRUE
"4042",TRUE,TRUE
"4043",TRUE,TRUE
"4044",TRUE,TRUE
"4045",TRUE,TRUE
"4046",TRUE,TRUE
"4047",TRUE,TRUE
"4048",TRUE,FALSE
"4049",TRUE,TRUE
"4050",TRUE,TRUE
"4051",TRUE,FALSE
"4052",TRUE,FALSE
"4053",TRUE,TRUE
"4054",TRUE,FALSE
"4055",TRUE,FALSE
"4056",TRUE,FALSE
"4057",TRUE,TRUE
"4058",TRUE,FALSE
"4059",TRUE,FALSE
"4060",TRUE,FALSE
"4061",TRUE,FALSE
"4062",TRUE,FALSE
