W3181,,Genome count,PMID,Product Descriptor,GENE,Alias,Role,Regulated by,Essentiality Class in MR-1,FIG Function,FIG Subsystem,CAZY,family,Merops family,cofactor (organic),cofactor (inorganic,substrate,Transport Family,EC NUMBER,evolution,Genome count,Localization,Group ID
W3181_3366,,22,,protein of unknown function DUF819,,,,,Dispensable,DUF819 domain-containing protein,,,,,,,,,,core,1,IM 11 TM,Shw07968
W3181_3367,,22,,protein of unknown function COG2912,,,,,Dispensable,FIG002708: Protein SirB1,A Gammaproteobacteria Cluster Relating to Translation,,,,,,,,,core,1,cyt,Shw07967
W3181_3368,,22,,SirB family protein,,,,,Dispensable Unclear In Ecoli,FIG002082: Protein sirB2,A Gammaproteobacteria Cluster Relating to Translation,,,,,,,,,core,1,IM 4 TM,Shw07966
W3181_3369^,,16,,acteyltransferase GNAT family,,,resistance to antibiotics,,Dispensable,Acetyltransferase GNAT family,,,,,,,,,,,1,cyt,Shw06959
W3181_3371,,3,,conserved hypothetical lipoprotein,,,,,,hypothetical protein,,,,,,,,,,sput only,1,LP-OM,Shw04699
W3181_3372,,4,,hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,,1,cyt,Shw05366
W3181_3373,,22,,peptide release factor glutamine N5-methylase PrmC,prmC,hemK,protein modification,,Expected Essential,Methylase of polypeptide chain release factors,A Gammaproteobacteria Cluster Relating to Translation; <br>CBSS-216600.3.peg.802,,,,,,,,2.1.1.-,core,1,cyt,Shw07965
W3181_3374,,22,,peptide chain release factor 1 PrfA,prfA,,Translation termination factors,,Expected Essential,Peptide chain release factor 1,A Gammaproteobacteria Cluster Relating to Translation; <br>CBSS-216600.3.peg.802; <br>Translation termination factors bacterial,,,,,,,,,core,1,cyt,Shw07964
W3181_3375,,22,,glutamyl-tRNA reductase HemA,hemA,gtrA,tRNA modification,,Expected Essential,Glutamyl-tRNA reductase (EC 1.2.1.70),A Gammaproteobacteria Cluster Relating to Translation; <br>CPO analysis; <br>Experimental tye; <br>Heme and Siroheme Biosynthesis,,,,,,,,1.2.1.70,core,1,cyt,Shw07963
W3181_3376,,22,,outer membrane lipoprotein LolB,lolB,,protein sorting - lipoproteins,,New Essential,Outer membrane lipoprotein LolB precursor,A Gammaproteobacteria Cluster Relating to Translation; <br>Lipopolysaccharide assembly; <br>Lipoprotein sorting system,,,,,,,1.B.46,,core,1,LP-OM,Shw07962
W3181_3377,,22,,4-diphosphocytidyl-2C-methyl-D-erythritol kinase IspE,ispE,,Translation,,Expected Essential,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148),A Gammaproteobacteria Cluster Relating to Translation; <br>Isoprenoid Biosynthesis; <br>Nonmevalonate Branch of Isoprenoid Biosynthesis,,,,,,,,2.7.1.148,core,1,cyt,Shw07961
W3181_3378,,22,,ribose-phosphate pyrophosphokinase PrsA,prsA,,Translation,,Expected Essential,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),A Gammaproteobacteria Cluster Relating to Translation; <br>De Novo Purine Biosynthesis; <br>Pentose phosphate pathway,,,,ATP,,,,2.7.6.1,core,1,cyt,Shw07301
W3181_3379,,22,,chemotaxis signal transduction system methyl accepting sensory transducer,,,Chemotaxis,,Dispensable,Methyl-accepting chemotaxis protein homolog 3,,,,,,,,,,core,1,IM 1 TM,Shw07955a
W3181_3380,,19,,RNA polymerase sigma-70 factor ECF subfamily,,,Transcription initiation bacterial sigma factors,,Dispensable,RNA polymerase sigma-70 factor ECF subfamily,,,,,,,,,,mtr core? (check Sben),1,cyt,Shw07108
W3181_3381,,19,,anti-sigma factor,,,1CP|sigma,,Unknown,hypothetical protein,,,,,,,,,,mtr core? (check Sben),1,IM 1 TM,Shw07109
W3181_3382,,21,,secreted low complexity protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,no Sden,1,extra,Shw07273
W3181_3383,,22,,16S rRNA pseudouridine516 synthase RsuA,rsuA,,rRNA modification - 16S,,,Ribosomal small subunit pseudouridine synthase A (EC 4.2.1.70),,,,,,,,,5.4.99.19,core,1,cyt,Shw07954
W3181_3384,,22,,thermoregulated outer membrane M13 family zinc endopeptidase PepO,pepO,,virulence - fish,,Dispensable,Peptidase M13 family,,,,,,,,,3.4.24.71,core,1,LP-surface,Shw06144b
W3181_3385,,20,,(p)ppGpp synthetase RelV,relV,,stringent starvation response,,Dispensable,hypothetical protein,,,,,,,,,2.7.6.5,no Sden Sama,1,OM,Shw07177
W3181_3386,,22,,cell wall assembly/cell proliferation coordinating protein KNR4-like,,,cell wall formation?,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw07952
W3181_3387,,22,,cytoplasmic protein of unknown function,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw07951
W3181_3388,,16,,membrane-anchored protein of unknown function DUF304,,,,,Dispensable,Conserved domain protein,,,,,,,,,,,1,IM 1 TM,Shw06975
W3181_3389,,21,,putative Mn2+/Fe2+ transporter NRAMP family,,,Transport,,,hypothetical protein,,,,,,,,2.A.55,,no Sama,1,IM 11 TM,Shw07272
W3181_3390,,22,,protein of unknown function DUF1456,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw07950
W3181_3391,,22,,NAD-dependent malate dehydrogenase (oxaloacetate-decarboxylating) SfcA,sfcA,,Pyruvate metabolism I: anaplerotic reactions PEP,,Dispensable,NAD-dependent malic enzyme (EC 1.1.1.38),Pyruvate metabolism I: anaplerotic reactions PEP,,,,NAD,,,,1.1.1.38,core,1,cyt,Shw07949
W3181_3392,,22,,protein of unknown function DUF3069,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw07489
W3181_3393,,22,,4Fe-4S binding protein YjeS,yjeS,,,,Dispensable,Iron-sulfur cluster-binding protein,,,,,,4Fe-4S,,,,core,1,cyt,Shw07487
W3181_3394,,21,,outer membrane porin Omp35,omp35,,Omp porin,,Dispensable,outer membrane porin putative,,,,,,,,1.B.1,,no Sden,1,OM,Shw07269a
W3181_3395,,22,,HesA/MoeB/ThiF family protein,,,CsdL?,,Unknown,HesA/MoeB/ThiF family protein related to EC-YgdL,,,,,,,,,,core,1,IM 1 TM,Shw07913
W3181_3396,,18,,two component signal transduction system histidine kinase,,,2CP HK,,Dispensable,Sensor histidine kinase,,,,,ATP,,,,2.7.13.3,,1,IM 2 TM,Shw07043
W3181_3397,,22,,conserved hypothetical protein,,,,,Unknown,hypothetical protein,,,,,,,,,,core,1,IM 2 TM,Shw07914
W3181_3398,,22,,protein of unknown function DUF3149,,,,,,hypothetical protein,,,,,,,,,,core,1,IM 1 TM,Shw07915
W3181_3399,,12,19555457,energy taxis-modulating methyl accepting sensory transducer with hemerythrin sensory domain,,,Chemotaxis,,Dispensable,Methyl-accepting chemotaxis protein,,,,,,Fe-Fe,,,,,1,IM 2 TM,Shw06770
W3181_3400,,22,,DNA topoisomerase IV A subunit ParC,parC,,insertion hot spot,,Expected Essential,Topoisomerase IV subunit A (EC 5.99.1.-),DNA topoisomerases Type II ATP-dependent; <br>Resistance to fluoroquinolones,,,,,,,,5.99.1.-,core,1,cyt,Shw07587
W3181_3401,,22,,putative quinoprotein dehydrogenase,,,,,New Essential,L-sorbosone dehydrogenase putative,,,,,,,,,,core,1,peri,Shw07586
W3181_3402,,22,,DNA topoisomerase IV B subunit ParE,parE,,,,Expected Essential,Topoisomerase IV subunit B (EC 5.99.1.-),CBSS-342610.3.peg.1794; <br>DNA topoisomerases Type II ATP-dependent; <br>Resistance to fluoroquinolones,,,,ATP,,,,5.99.1.-,core,1,cyt,Shw07585
W3181_3403,,22,,enzyme of unknown function UPF0227,,,,,Unknown,Putative esterase FIGfam005057,CBSS-342610.3.peg.1794,,,,,,,,,core,1,cyt,Shw07584
W3181_3404,,22,,"cyclic 3', 5'-adenosine monophosphate phosphodiesterase CpdA",cpdA,,cAMP signaling,,Dispensable,3-prime5-prime-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17),CBSS-342610.3.peg.1794; <br>cAMP signaling in bacteria,,,,,,,,3.1.4.17,core,1,cyt,Shw07583
W3181_3405,,22,,protein of unknown function DUF1249,,,,,Dispensable Unclear In Ecoli,Putative cytoplasmic protein,,,,,,,,,,core,1,cyt,Shw07582
W3181_3406,,22,,ADP-ribose pyrophosphatase NudF,nudF,,Cofactor synth - NAD; regulation,,Dispensable,ADP-ribose pyrophosphatase (EC 3.6.1.13),CBSS-342610.3.peg.1794; <br>NAD and NADP cofactor biosynthesis global; <br>Nudix proteins (nucleoside triphosphate hydrolases),,,,,,,,3.6.1.13,core,1,cyt,Shw07581
W3181_3407,,22,,global secretion system secretin TolC,tolC,,secretion - T1SS,,Dispensable,Type I secretion outer membrane protein TolC precursor,Multidrug Resistance Efflux Pumps; <br>Ton and Tol transport systems,,,,,,,1.B.17,,core,1,OM,Shw07580
W3181_3408,,22,,conserved outer membrane protein,,,Omp - copper????,,Dispensable,hypothetical protein,,,,,,,,,,core,1,OM,Shw07579
W3181_3409,,22,,protein of unknown function DUF2333,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,IM 1 TM,Shw07578
W3181_3410,,22,,cytochrome oxidase copper metallochaperone,,,protein maturation - cytochrome oxidase,,Dispensable,Copper metallochaperone bacterial analog of Cox17 protein,Biogenesis of cytochrome c oxidases,,,,,Cu,,,,core,1,peri,Shw07577
W3181_3411,,22,,enoyl-CoA hydratase EchH,echH,,fatty acid degradation,,Dispensable,Enoyl-CoA hydratase (EC 4.2.1.17),Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism; <br>Valine degradation,,,,,,,,4.2.1.17,core,1,cyt,Shw07576
W3181_3412,,22,,conserved hypothetical membrane protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,IM 2 TM,Shw07575
W3181_3412.1 W3181_4138,,20,,hypothetical protein,,,,,,,,,,,,,,,,no Sden Sama,1,cyt,Shw07111
W3181_3413,,22,,putative periplasmic protein,,,,,Unknown,hypothetical protein,,,,,,,,,,core,1,peri,Shw07574
W3181_3414,,22,,tRNA2fMet-dihydrouridine21 synthase DusA,dusA,yjbN,tRNA modification,,Unknown,tRNA dihydrouridine synthase A (EC 1.-.-.-),,,,,FMN,,,,1.3.-.-,core,1,cyt,Shw07573
W3181_3415,,18,,chemotaxis signal transduction system CheY dephosphorylase CheX,cheX,,Chemotaxis,,Dispensable,Chemotaxis protein CheX,Bacterial Chemotaxis,,,,,,,,,,1,cyt-IM assoc,Shw07040
W3181_3416,,22,,alanine racemase biosynthetic Alr,alr,,Alanine biosynthesis,,New Essential,Alanine racemase biosynthetic (EC 5.1.1.1),Alanine biosynthesis; <br>Pyruvate Alanine Serine Interconversions,,,,pyridoxyl phosphate (PLP),,,,5.1.1.1,core,1,cyt,Shw07572
W3181_3417,,22,,replicative DNA helicase DnaB,dnaB,,DNA-replication,,Expected Essential,Replicative DNA helicase (EC 3.6.1.-),DNA-replication,,,,,,,,3.6.4.12,core,1,cyt,Shw07571
W3181_3418,,22,,periplasmic peptidase subfamily S1B,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,peri,Shw07570
W3181_3419,,22,,50S ribosomal protein L9 RplI,rplI,,Ribosome biogenesis - LSU,,Unknown,LSU ribosomal protein L9p,Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw07569
W3181_3420,,22,,30S ribosomal protein S18 RpsR,rpsR,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S18p,Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw07568
W3181_3421,,22,,primosomal replication protein N PriB,priB,,DNA-replication,,Expected Essential,Primosomal replication protein N,DNA-replication,,,,,,,,,core,1,cyt,Shw07567
W3181_3422,,22,,30S ribosomal protein S6 RpsF,rpsF,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S6p,Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw07566
W3181_3423,,22,,outer membrane protein of unknown function DUF481,,,Omp - salt-induced?,,Expected Essential,hypothetical protein,,,,,,,,,,core,1,OM,Shw07565
W3181_3424,,14,,transport protein MFS superfamily,,,Transport,,Dispensable,Major facilitator family transporter,,,,,,,,2.A.1,,,1,IM 12 TM,Shw06879
W3181_3425,,22,,23S rRNA (guanosine2251-2'-O)-methyltransferase RlmB,rlmB,,rRNA modification - 23S,,Dispensable,23S rRNA (guanosine-2-prime-O-) -methyltransferase rlmB (EC 2.1.1.-),,,,,,,,,2.1.1.185,core,1,cyt,Shw07564
W3181_3426,,22,,3'-5' exoribonuclease R Rnr,rnr,,RNA processing and degradation,,Dispensable,3-prime-to-5-prime exoribonuclease RNase R,RNA processing and degradation bacterial,,HTH_12,,,,,,3.1.-.-,core,1,cyt,Shw07563
W3181_3427,,22,,flagellar rotation associated protein MotX,motX,,flagella stability,,Dispensable,Sodium-type flagellar protein MotX,,,,,,,,1.A.30.1,,core,1,peri,Shw07562
W3181_3428,,22,,adenylosuccinate synthetase PurA,purA,,Purine conversions,,Dispensable,Adenylosuccinate synthetase (EC 6.3.4.4),Purine conversions,,,,IMP; GTP,,,,6.3.4.4,core,1,cyt,Shw07561
W3181_3429,,21,,inner membrane protein of unknown function DUF2065 YjeT,yjeT,,Hfl operon,,Dispensable,Putative inner membrane protein YjeT (clustered with HflC),Hfl operon,,,,,,,,,no Sama,1,IM 2 TM,Shw07230
W3181_3430,,22,,30S ribosomal protein S9 RpsI,rpsI,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S9p (S16e),Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw07560
W3181_3431,,22,,50S ribosomal protein L13 RplM,rplM,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L13p (L13Ae),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw07559
W3181_3432,,22,,AFG1-like ATPase,,,Proteolysis ATP-dependent,,Dispensable,ATPase AFG1 family,Proteolysis in bacteria ATP-dependent,,,,ATP,,,,,core,1,cyt,Shw07558
W3181_3433,,22,21169449,outer membrane stress sensor serine protease DegQ,degQ,degP,RseA cell envelope quality control pathway,,Expected Essential,Outer membrane stress sensor protease DegQ serine protease,Periplasmic Stress Response; <br>Proteolysis in bacteria ATP-dependent,,,S01.273,,,,,3.4.21.-,core,1,peri,Shw07557
W3181_3434,,22,,outer membrane stress sensor protease DegS,degS,,RseA cell envelope quality control pathway,,Expected Essential,Outer membrane stress sensor protease DegS,Periplasmic Stress Response; <br>Proteolysis in bacteria ATP-dependent,,,S01.275,,,,,3.4.21.-,core,1,IM 1 TM,Shw07556
W3181_3434.1 W3181_4139,,3,,peptidoglycan binding domain-containing protein,,,,,,,,,,,,,,,,sput only,1,peri,Shw04698
W3181_3435,,3,,Radical SAM domain protein,,,,,,Radical SAM domain heme biosynthesis protein,,,,,,,,,,sput only,1,cyt,Shw04697
W3181_3436,,3,,SAM-depdendent sulfatase maturase,,,maturation sulfatase? (YdeM-like),,,Arylsulfatase regulator (Fe-S oxidoreductase),,,,,,,,,,sput only,1,cyt,Shw04696
W3181_3437,,3,,SAM-dependent sulfatase maturase-associated protein,,,,,,hypothetical protein,,,,,,,,,,sput only,1,cyt,Shw04695
W3181_3438,,4,,alpha/beta hydrolase family of unknown function DUF1234,,,maturation sulfatase?,,Dispensable,hypothetical protein,,,,,,,,,,MR1 & Sput,1,cyt,Shw05414
W3181_3439,,4,,protein of unknown function DUF2292,,,maturation sulfatase?,,Dispensable,hypothetical protein,,,,,,,,,,MR1 & Sput,1,cyt,Shw05413
W3181_3440,,4,,ABC-type sulfate/thiosulfate uptakesystem substrate-binding subunit Sbp,sbp,,Transport | uptake ABC - sulfate,,Dispensable,Sulfate-binding protein Sbp,Inorganic Sulfur Assimilation,,,,,,,3.A.1.6,3.6.3.25,MR1 & Sput,1,peri,Shw05412
W3181_3441,,4,,ABC-type sulfate/thiosulfate uptakesystem permease component 1 CysT,cysT,,Transport | uptake ABC - sulfate,,Dispensable,Sulfate transport system permease protein CysT,Cysteine Biosynthesis; <br>Inorganic Sulfur Assimilation,,,,,,,3.A.1.6,3.6.3.25,MR1 & Sput,1,IM 6 TM,Shw05411a
W3181_3442,,4,,ABC-type sulfate/thiosulfate uptakesystem permease component 2 CysW,cysW,,Transport | uptake ABC - sulfate,,Dispensable,Sulfate transport system permease protein CysW,Cysteine Biosynthesis; <br>Inorganic Sulfur Assimilation,,,,,,,3.A.1.6,3.6.3.25,MR1 & Sput,1,IM 6 TM,Shw05410a
W3181_3443,,4,,ABC-type sulfate/thiosulfate uptakesystem ATPase component CysA,cysA,,Transport | uptake ABC - sulfate,,Dispensable,Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25),Cysteine Biosynthesis; <br>Inorganic Sulfur Assimilation; <br>Uptake of selenate and selenite,,,,ATP,,,3.A.1.6,3.6.3.25,MR1 & Sput,1,cyt-IM assoc,Shw05409a
W3181_3444,,6,,methionine gamma-lyase MegL,megL,,Methionine Degradation,,,Methionine gamma-lyase (EC 4.4.1.11),Methionine Degradation,,,,,,,,4.4.1.11,,1,cyt,Shw06043
W3181_3445,,6,,2OG-Fe(II) oxygenase family protein,,,Methionine Degradation (methanethiol oxidase 1.8.3.4?),,,2-Oxobutyrate oxidase putative,Methionine Degradation,,,,,Fe(II),,,,,1,cyt,Shw06042
W3181_3446,,22,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA,murA,,Peptidoglycan biosynthesis,,Expected Essential,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7),CBSS-12149.1.peg.3301; <br>Peptidoglycan Biosynthesis; <br>UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis,,,,,,,,2.5.1.7,core,1,cyt,Shw07555
W3181_3447,,22,, transcriptional regulator BolA family YrbA,yrbA,,Sensory transduction,,Unknown,YrbA protein,Broadly distributed proteins not in subsystems; <br>CBSS-12149.1.peg.3301,,bolA,,,,,,,core,1,cyt,Shw07554
W3181_3448,,22,,ABC-type phospholipid uptake (salvage) system anti-anti-sigma factor MlaB,mlaB,,regulation - anti-sigma factor,,Unknown,Uncharacterized protein YrbB,CBSS-12149.1.peg.3301,,,,,,,,,core,1,cyt-IM assoc,Shw07553
W3181_3449,,22,,ABC-type phospholipid uptake (salvage) system periplasmic chaperone MlaC,mlaC,,Transport | uptake ABC - phospholipid,,Unknown,Uncharacterized ABC transporter auxiliary component YrbC,CBSS-12149.1.peg.3301; <br>Lipopolysaccharide assembly,,,,,,,,,core,1,peri,Shw07552
W3181_3450,,22,,ABC-type phospholipid uptake (salvage) system substrate-binding component MlaD,mlaD,,Transport | uptake ABC - phospholipid,,Dispensable,Uncharacterized ABC transporter periplasmic component YrbD,CBSS-12149.1.peg.3301; <br>Lipopolysaccharide assembly,,,,,,,3.A.1.27,,core,1,IM 1 TM,Shw07551
W3181_3451,,22,,ABC-type phospholipid uptake (salvage) system permease component MlaE,mlaE,,Transport | uptake ABC - phospholipid,,Dispensable,Uncharacterized ABC transporter permease component YrbE,CBSS-12149.1.peg.3301; <br>Lipopolysaccharide assembly,,,,,,,3.A.1.27,,core,1,IM 5 TM,Shw07550
W3181_3452,,22,,ABC-type phospholipid uptake (salvage) system ATPase component MlaF,mlaF,,Transport | uptake ABC - phospholipid,,Dispensable,Uncharacterized ABC transporter ATP-binding protein YrbF,CBSS-12149.1.peg.3301; <br>Lipopolysaccharide assembly,,,,ATP,,,3.A.1.27,,core,1,cyt-IM assoc,Shw07549
W3181_3453,,22,,arabinose-5-phosphate isomerase KdsD,kdsD,yrbH,KDO2-Lipid A biosynthesis,,Unknown,Arabinose 5-phosphate isomerase (EC 5.3.1.13),KDO2-Lipid A biosynthesis; <br>Lipopolysaccharide assembly cluster,,,,,,,,5.3.1.13,core,1,cyt,Shw07548
W3181_3454,,22,,3-deoxy-manno-octulosonate-8-phosphatase KdsC,kdsC,yrbI yrbJ,KDO2-Lipid A biosynthesis,,Expected Essential,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45),KDO2-Lipid A biosynthesis; <br>Lipopolysaccharide assembly cluster,,,,,,,,3.1.3.45,core,1,cyt,Shw07547
W3181_3455,,22,,ABC-type lipopolysaccharide export system MFP component LptC,lptC,yrbK,Transport | export - KDO2-Lipid A biosynthesis,,Expected Essential,Uncharacterized protein YrbK clustered with lipopolysaccharide transporters,Lipopolysaccharide assembly; <br>Lipopolysaccharide assembly cluster,,,,,,,1.B.42,,core,1,IM 1 TM,Shw07546
W3181_3456,,22,,ABC-type lipopolysaccharide export system chaperone component LptA,lptA,yhbN,Transport | export - KDO2-Lipid A biosynthesis,,Expected Essential,LptA protein essential for LPS transport across the periplasm,KDO2-Lipid A biosynthesis; <br>Lipopolysaccharide assembly; <br>Lipopolysaccharide assembly cluster,,,,,,,1.B.42,,core,1,peri,Shw07545
W3181_3457,,22,,ABC-type lipopolysaccharide export system ATPase component LptB,lptB,yhbG,Transport | export - KDO2-Lipid A biosynthesis,,Expected Essential,Lipopolysaccharide ABC transporter ATP-binding protein LptB,KDO2-Lipid A biosynthesis; <br>Lipopolysaccharide assembly; <br>Lipopolysaccharide assembly cluster,,,,ATP,,,1.B.42,,core,1,cyt-IM assoc,Shw07544
W3181_3458,,22,,RNA polymerase sigma-54 factor RpoN,rpoN,glnF ntrA,Transcription initiation bacterial sigma factors,,Dispensable Unclear In Ecoli,RNA polymerase sigma-54 factor RpoN,Flagellar motility; <br>Flagellum; <br>Lipopolysaccharide assembly cluster; <br>Transcription initiation bacterial sigma factors,,,,,,,,,core,1,cyt,Shw07543
W3181_3459,,22,,sigma-54 modulation protein/ribosome-associated factor YhbH,yhbH,,LPS synth - polysacch assembly,,Dispensable,Ribosome hibernation protein YhbH,Lipopolysaccharide assembly cluster; <br>Ribosome activity modulation,,,,,,,,,core,1,cyt,Shw07542
W3181_3460,,22,,phosphotransferase system (PTS) sugar-specific IIA component PtsN,ptsN,yhbI rpoP,PTS system,,Dispensable Unclear In Ecoli,PTS system nitrogen-specific IIA component PtsN,Lipopolysaccharide assembly cluster,,,,,,,,2.7.1.-,core,1,cyt,Shw07541
W3181_3461,,22,17824929,GlmZ repressor YhbJ,yhbJ,,1CP - GlmZ sRNA,,Dispensable,FIG000506: Hypothetical ATP-binding protein,Lipopolysaccharide assembly cluster,,,,ATP,,,,,core,1,cyt,Shw07540
W3181_3462,,22,,phosphotransferase system (PTS) phosphohisitinoprotein-hexose phosphotransferase comonent PtsO,ptsO,npr,PTS system,,Unknown,Phosphocarrier protein nitrogen regulation associated,Lipopolysaccharide assembly cluster,,,,,,,8.A.8,,core,1,cyt,Shw07539
W3181_3463,,21,,magnesium transporter MgtE family,,,Transport | export/uptake - Mg,,Dispensable,Magnesium transporter,,,,,,,,9.A.19,,no Sden,1,IM 5 TM,Shw07229a
W3181_3464,,17,,orphan ABC-type transport system substrate-binding component,,,Transport - molybdate?,,Unknown,Molybdenum-binding periplasmic protein,,,,,Molybdopterin,,,3.A.1,,,1,peri,Shw07009
W3181_3465,,22,,putative outer membrane lipoprotein YiaD,yiaD,,,,Dispensable,Putative outer membrane lipoprotein,,,,,,,,,,core,1,LP-OM with 2 TM,Shw07538
W3181_3466,,17,,transposase domain protein,,,,,Unknown,hypothetical transposase,,,,,,,,,,,1,cyt,Shw07010
W3181_3467,,20,,Ser/Thr protein kinase,,,,,Dispensable,hypothetical protein,,,,,,,,,2.7.11.1,,1,cyt,Shw07169
W3181_3468,,12,,lipoprotein of unknown function DUF2799,,,,,Dispensable,ATPase involved in DNA repair,,,,,,,,,,,1,LP-OM,Shw06746
W3181_3469,,22,,60 kDa chaperonin GroEL,groEL,,chaperone,,Expected Essential,Heat shock protein 60 family chaperone GroEL,GroEL GroES,,,,ATP,,,,,core,1,cyt,Shw00576
W3181_3470,,22,,10 kDa chaperonin GroES,groES,,chaperone,,Expected Essential,Heat shock protein 60 family co-chaperone GroES,GroEL GroES,,,,,,,,,core,1,cyt,Shw00575
W3181_3471,,22,,bacterial flavin adenine dinucleotide (FAD) exporter Bfe,bfe,,Cofactor FAD - export,,Dispensable,Na+-driven multidrug efflux pump,,,,,,,,2.A.66.1,,core,1,IM 12 TM,Shw00574
W3181_3472,,20,,transcriptional regulator LysR family,,,Sensory transduction,,Dispensable,Transcriptional regulator LysR family,,,LysR,,,,,,,no Sden Sama,1,cyt,Shw00573
W3181_3473,,19,18490456,detergent efflux pump MFP component VexJ,vexJ,,Transport RND|export,,,Membrane-fusion protein,,,,,,,,8.A.1,,,1,LP-IM,Shw07072
W3181_3474,,19,18490456,RND-type detergene/bile salts efflux system permease component,vexK,,Transport RND|export,,,transporter AcrB/D/F family,,,,,,,,2.A.6.2,,no MR1 Swoo,1,IM 12 TM,Shw07071
W3181_3475,,11,,putative periplasmic protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,,1,peri,Shw00622
W3181_3476,,22,,putative amino acid efflux permease RhtB family,,,Protein Util,,Dispensable,Threonine efflux protein,,,,,,,,2.A.76,,core,1,IM 6 TM,Shw00623
W3181_3477,,18,,transcriptional regulator AraC family,,,1CP - threonine efflux,,Dispensable,Transcriptional regulator AraC family,,,AraC,,,,,,,,1,cyt,Shw00624
W3181_3478,,5,,TonB-dependent nickel receptor NicT,nicT,,Omp TonB|nickel,,Dispensable,Outer membrane receptor proteins mostly Fe transport,Hemin transport system,,,,,,,1.B.14,,,1,OM,Shw00598
W3181_3479,,8,,hypothetical inner membrane protein,,,nickel homeostasis?,,Dispensable,hypothetical protein,,,,,,,,,,,1,IM 6 TM,Shw00596
W3181_3480,,8,,transcriptional repressor PadR family,,,1CP - nickel homeostasis?,,Dispensable,Transcriptional regulator PadR family,CBSS-1352.1.peg.856,,PadR,,,,,,,,1,cyt,Shw00595
W3181_3481,,12,,thioredoxin-like protein,,,,,Unknown,hypothetical protein,,,,,,,,,,,1,cyt,Shw00593
W3181_3482,,14,,protein of unknown function COG1433,,,FeMo biosynthesis?,,Dispensable,hypothetical protein,,,,,,,,,,mobile,1,cyt,Shw00591
W3181_3483,,14,,protein of unknown function DUF134,,,1CP?,,Dispensable,HTH DNA-binding protein,,,,,,,,,,mobile,1,cyt,Shw00590
W3181_3484,,5,,GEMM-inducible secreted protein,,,transformation? Has GEMM riboswitch upstream,,,hypothetical protein,,,,,,,,,,laterally acquired or deleted,1,extra,Shw05721
W3181_3485,,12,,photoreactivation-associated protein PhrA,phrA,,stress - UV,,Dispensable,Putative molybdenum transport ATP-binding protein modF,,,,,ATP,,,3.A.1,,,1,cyt,Shw00589
W3181_3486,,20,,ammonia-forming nitrite reductase NrfA,nrfA,,Electron transfer - nitrite,Fnr,Dispensable,Cytochrome c552 precursor (EC 1.7.2.2),Nitrate and nitrite ammonification; <br>Soluble cytochromes and functionally related electron carriers,,,,heme c (5),,,,1.7.2.2,paralogs; no Sden Svi,1,peri,Shw07112a
W3181_3487,,21,,nitrate/nitrite-responsive two component signal transduction system histidine kinase NarQ,narQ,,Electron transfer - nitrite,Fnr,Dispensable,Nitrate/nitrite sensor protein (EC 2.7.3.-),Nitrate and nitrite ammonification,,,,ATP,,,,2.7.13.3,no Sden,1,IM 2 TM,Shw07200
W3181_3488,,21,,nitrate/nitrite-responsive two component signal transduction system response regulator NarP,narP,,Electron transfer - nitrite,Fnr,Dispensable,Nitrate/nitrite response regulator protein,Nitrate and nitrite ammonification,,LuxR,,,,,,,no Sden,1,cyt-IM assoc,Shw07199
W3181_3489,,21,,protein of unknown function UPF0231,,,,,Unknown,UPF0231 protein SO3983,,,,,,,,,,core? (no Sben),1,cyt,Shw07281
